reactants	products	reaction_type	set
CCOC(=O)C(Cc1cccc(OCCc2ccc(NC(=O)OC(C)(C)C)cc2)c1)OCC	CCOC(Cc1cccc(OCCc2ccc(NC(=O)OC(C)(C)C)cc2)c1)C(=O)O	<RX_6>	train
C#CC(O)c1cccc(OC)c1OC.COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Br)c21	COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(C#CC(O)c3cccc(OC)c3OC)c21	<RX_3>	valid
Clc1ccc(-n2nc3ccccc3c2Nc2ccccc2)cc1.O=C=NC1CCCCC1	O=C(NC1CCCCC1)N(c1ccccc1)c1c2ccccc2nn1-c1ccc(Cl)cc1	<RX_2>	train
CS(=O)(=O)OC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1Cl.[N-]=[N+]=[N-]	[N-]=[N+]=NC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1Cl	<RX_1>	test
CC(CN)c1ccc(-c2ccsc2)cc1.O=C(Cl)N1CCOCC1	CC(CNC(=O)N1CCOCC1)c1ccc(-c2ccsc2)cc1	<RX_2>	valid
CC(C)(C)c1ccc(CS(N)(=O)=O)cc1.CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)O)CC2)nc1CN1CCCCC1=O	CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C(C)(C)C)cc3)CC2)nc1CN1CCCCC1=O	<RX_2>	valid
CC(C)OCCOc1ccc(O)c(F)c1.Cc1c(Cl)ncnc1OC1CCN(C(=O)OC(C)C)CC1	Cc1c(Oc2ccc(OCCOC(C)C)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1	<RX_1>	train
BrCc1ccc(Br)cc1.NC(=O)[C@@H](CC1CC1)NS(=O)(=O)c1ccc(Cl)s1	NC(=O)[C@@H](CC1CC1)N(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)s1	<RX_1>	train
Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1cccc(Br)c1.N#CC1CCNCC1	Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1cccc(N2CCC(C#N)CC2)c1	<RX_1>	train
CCCCC=C(C=O)CCC	CCCCCC(C=O)CCC	<RX_7>	train
O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(C(=O)Nc2ccc3c(=O)[nH]cnc3c2)(c2ccc(Cl)cc2)CC1	O=C(Nc1ccc2c(=O)[nH]cnc2c1)C1(c2ccc(Cl)cc2)CCNCC1	<RX_6>	train
CC(C)(C)N=C=O.CCN(CC)CCCNc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1	CCN(CC)CCCNc1ncc2cc(-c3c(Br)cccc3Br)c(NC(=O)NC(C)(C)C)nc2n1	<RX_2>	train
N.O=C(O)c1ccc2cc(Br)ccc2c1	NC(=O)c1ccc2cc(Br)ccc2c1	<RX_9>	train
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCN(CCOC4CCCCO4)CC3)ccc1-2	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCN(CCO)CC3)ccc1-2	<RX_6>	test
CC(C)(C)OC(=O)N(CCO)Cc1ccccc1.Oc1ccc(F)cc1	CC(C)(C)OC(=O)N(CCOc1ccc(F)cc1)Cc1ccccc1	<RX_1>	train
CC(C)(C)OC(=O)N1CCC(Br)CC1.Oc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1	CC(C)(C)OC(=O)N1CCC(Oc2ccc3c(-c4c(-c5ccccn5)nn5c4CCC5)ccnc3c2)CC1	<RX_1>	valid
C[Si](C)(C)N=[N+]=[N-].N#Cc1ccc(Oc2ccccc2)cc1	c1ccc(Oc2ccc(-c3nnn[nH]3)cc2)cc1	<RX_4>	train
Cc1ccn2c(-c3ccc4cccc(O[Si](C)(C)C(C)(C)C)c4n3)nnc2c1	Cc1ccn2c(-c3ccc4cccc(O)c4n3)nnc2c1	<RX_6>	train
CCN1CCNCC1.O=C(Nc1ccc(CBr)c(C(F)(F)F)c1)C(F)(F)F	CCN1CCN(Cc2ccc(NC(=O)C(F)(F)F)cc2C(F)(F)F)CC1	<RX_1>	train
C=C(C)[C@@H]1CC[C@]2(NCC(=O)N(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)OC)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	C=C(C)[C@@H]1CC[C@]2(NCC(=O)N(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	<RX_6>	train
COC(=O)c1cncc2c1CCN(Cc1ccccc1)C2	COC(=O)c1cncc2c1CCNC2	<RX_6>	train
O=Cc1ccc(Cl)cc1.Oc1cncc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1	Oc1cncc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccc(Cl)cc5)CC4)c3n2)c1	<RX_1>	train
CCOC(=O)CBr.Cc1ccc(N)cc1	CCOC(=O)CNc1ccc(C)cc1	<RX_1>	test
COC(=O)c1ccc(-c2ccn(CC(=O)Nc3ccccc3)n2)s1.NO	O=C(Cn1ccc(-c2ccc(C(=O)NO)s2)n1)Nc1ccccc1	<RX_2>	train
CCCCO.O=C(Cl)c1ccc(-c2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1	CCCCOC(=O)c1ccc(-c2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1	<RX_2>	train
NO.O=Cc1nc(NCc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n1	ON=Cc1nc(NCc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n1	<RX_9>	train
C=O.CC(C)(C)OC(=O)N1CCC(Oc2ccc(NC/C=C/c3cccc(C#N)c3)cc2)CC1	CN(C/C=C/c1cccc(C#N)c1)c1ccc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc1	<RX_1>	test
Nc1cn[n+](C2CCCCC2)c(Cl)c1	Nc1cc[n+](C2CCCCC2)nc1	<RX_9>	valid
C=CCN1C(=O)C2(CCCC2)N(C(=O)OC(C)(C)C)C[C@@]1(C)c1cc(F)cc(F)c1.C[Si](C)(C)CCOCN1C(=O)C2(Cc3ccc(Br)cc3C2)c2cccnc21	CC(C)(C)OC(=O)N1C[C@@](C)(c2cc(F)cc(F)c2)N(C/C=C/c2ccc3c(c2)CC2(C3)C(=O)N(COCC[Si](C)(C)C)c3ncccc32)C(=O)C12CCCC2	<RX_3>	train
C1COCCN1.Cc1csc(C(=O)O)c1Cl	Cc1csc(C(=O)N2CCOCC2)c1Cl	<RX_2>	test
O=[N+]([O-])c1ccc(OC(F)F)nc1	Nc1ccc(OC(F)F)nc1	<RX_7>	train
Cc1noc(C)c1-c1ccc2c(c1)CCNC2C.O=C(O)c1cc2ncc(Br)cn2n1	Cc1noc(C)c1-c1ccc2c(c1)CCN(C(=O)c1cc3ncc(Br)cn3n1)C2C	<RX_2>	train
O=C(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2	OC(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2	<RX_7>	train
CCCC[Sn](CCCC)(CCCC)c1cscn1.Cc1ccccc1-n1nc2c3ccccc3n(Cc3ccc(Br)nc3)nc-2c1=O	Cc1ccccc1-n1nc2c3ccccc3n(Cc3ccc(-c4cscn4)nc3)nc-2c1=O	<RX_3>	train
Cc1ccc(N)cc1-n1ccn2nc(-c3cccnc3)cc12.O=C(O)c1cc(Cl)cc(S(F)(F)(F)(F)F)c1	Cc1ccc(NC(=O)c2cc(Cl)cc(S(F)(F)(F)(F)F)c2)cc1-n1ccn2nc(-c3cccnc3)cc12	<RX_2>	valid
COCc1c(C(=O)OC)ncc2[nH]ccc12.Fc1ccc(CBr)c(F)c1	COCc1c(C(=O)OC)ncc2c1ccn2Cc1ccc(F)cc1F	<RX_1>	train
COc1cc2nc[nH]c(=O)c2cc1OC	COc1cc2nc[nH]c(=O)c2cc1O	<RX_6>	train
COC(=O)C1CCc2c(cnn2-c2ccc(F)cc2)N1.Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)O	COC(=O)C1CCc2c(cnn2-c2ccc(F)cc2)N1C(=O)Cn1nc(C(F)(F)F)c(Cl)c1C	<RX_2>	train
CC(=O)C=NO.NNc1c(Cl)cc(C(F)(F)F)cc1Cl	CC(C=NO)=NNc1c(Cl)cc(C(F)(F)F)cc1Cl	<RX_1>	valid
CN(c1cccc2cc(C3=NCC4(CCNCC4)S3)[nH]c12)S(=O)(=O)c1cccs1.CS(=O)(=O)Cl	CN(c1cccc2cc(C3=NCC4(CCN(S(C)(=O)=O)CC4)S3)[nH]c12)S(=O)(=O)c1cccs1	<RX_2>	train
O=C(O)CCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C(c1cccnc1)c1ccc2c(c1)OCO2	O=C(O)CCCC/C=C(\c1cccnc1)c1ccc2c(c1)OCO2	<RX_3>	train
CC(C)(O)CNCCCS(=O)(=O)CCC(F)(F)F.Oc1ccc2c(c1)CCCC(c1ccc(F)c(F)c1)=C2CCCCCCBr	CC(C)(O)CN(CCCCCCC1=C(c2ccc(F)c(F)c2)CCCc2cc(O)ccc21)CCCS(=O)(=O)CCC(F)(F)F	<RX_1>	train
CC(C)C[C@H](Nc1conc1-c1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(=O)O.N#CCN	CC(C)C[C@H](Nc1conc1-c1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(=O)NCC#N	<RX_2>	train
CC(C)N=C=O.COc1c(Cl)cc(Cl)c2c1C(Nc1ccc3cc(N)ccc3n1)CC2	COc1c(Cl)cc(Cl)c2c1C(Nc1ccc3cc(NC(=O)NC(C)C)ccc3n1)CC2	<RX_2>	valid
N#Cc1ccc(F)cc1.O=C1N([C@H]2CC[C@H](O)CC2)CCC12CCNCC2	N#Cc1ccc(N2CCC3(CC2)CCN([C@H]2CC[C@H](O)CC2)C3=O)cc1	<RX_1>	train
CCOC(=O)CCc1ccc(OCc2ccco2)cc1Oc1ncc(C(F)(F)F)cc1Cl	OCCCc1ccc(OCc2ccco2)cc1Oc1ncc(C(F)(F)F)cc1Cl	<RX_7>	valid
C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1	FC(F)(F)c1ccc(N2CCCNCC2)nc1	<RX_1>	train
COC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cn3)[C@H]2c2cccc(Cl)c2F)cc1	CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cn1	<RX_6>	train
COc1cc2nccc(Oc3ccc([N+](=O)[O-])cc3)c2cc1OC	COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC	<RX_7>	train
CC(C)(C)OC(=O)NCCCN.COC(=O)CC1Cc2ccc(C(=O)O)cc2NC1=O	COC(=O)CC1Cc2ccc(C(=O)NCCCNC(=O)OC(C)(C)C)cc2NC1=O	<RX_2>	valid
CC(C)(C)OC(=O)N1CCC[C@H]1[C@@H](C(=O)N1CCN(c2c(Cl)cnc3[nH]ncc23)CC1)c1ccc(Cl)cc1	O=C([C@@H](c1ccc(Cl)cc1)[C@@H]1CCCN1)N1CCN(c2c(Cl)cnc3[nH]ncc23)CC1	<RX_6>	train
CC(O)CCCCCCCCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O	CC(=O)CCCCCCCCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O	<RX_8>	valid
CC(C)(C)c1ccc(N)cc1.O=C(O)c1ccc(Br)cn1	CC(C)(C)c1ccc(NC(=O)c2ccc(Br)cn2)cc1	<RX_2>	valid
N#Cc1cc(Cl)ccc1F.O=C(CCOc1ccc(F)cc1)N1CCNCC1	N#Cc1cc(Cl)ccc1N1CCN(C(=O)CCOc2ccc(F)cc2)CC1	<RX_1>	train
COc1cccc(N)c1.Cc1ccccc1C=O	COc1cccc(N=Cc2ccccc2C)c1	<RX_1>	test
Cc1ccc(N)cc1.O=C(O)c1cnc2c(C(F)(F)F)cccc2c1-c1ccccc1	Cc1ccc(NC(=O)c2cnc3c(C(F)(F)F)cccc3c2-c2ccccc2)cc1	<RX_2>	train
CC(C)(C)OC(=O)N1CCNCC1.CS(=O)(=O)OC1CN(C(c2ccccc2)c2ccccc2)C1	CC(C)(C)OC(=O)N1CCN(C2CN(C(c3ccccc3)c3ccccc3)C2)CC1	<RX_1>	train
C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O.O=c1ccccn1-c1nc(Br)cs1	C[C@@H](c1ccc(-c2csc(-n3ccccc3=O)n2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O	<RX_3>	train
COC(=O)[C@@H](N)C1CCCCC1.Cc1cc(C(=O)O)c(NC(=O)Nc2c(Cl)cccc2Cl)s1	COC(=O)[C@@H](NC(=O)c1cc(C)sc1NC(=O)Nc1c(Cl)cccc1Cl)C1CCCCC1	<RX_2>	test
COc1ccc(S(=O)(=O)Cl)c(OC(F)(F)F)c1.COc1ccccc1C1(N2CC(O)C(O)[C@H]2C(=O)N(C)C)C(=O)Nc2ccc(Cl)cc21	COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)C(O)[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC(F)(F)F)c1	<RX_2>	train
Clc1nc(Cc2ccccc2)nc2c1CCN(Cc1ccccc1)CC2.O=C([O-])[O-]	Cc1nc(Cc2ccccc2)nc2c1CCN(Cc1ccccc1)CC2	<RX_3>	train
COC(=O)c1ccc2cc(-c3c(Cl)cccc3Cl)[nH]c2c1	O=C(O)c1ccc2cc(-c3c(Cl)cccc3Cl)[nH]c2c1	<RX_6>	train
COc1ccc2[nH]c(=O)c3cccnc3c2c1	O=c1[nH]c2ccc(O)cc2c2ncccc12	<RX_6>	train
O=S(=O)(Cl)c1ccccc1F.c1ccc(COc2cccc3[nH]ccc23)cc1	O=S(=O)(c1ccccc1F)n1ccc2c(OCc3ccccc3)cccc21	<RX_2>	train
CCOC(=O)Cc1ccc(Br)cc1.CNOC	CON(C)C(=O)Cc1ccc(Br)cc1	<RX_2>	train
BrCc1ccc2ccccc2c1.CC(C)(C)OC(=O)N1CCC(c2ccc(OCCCCOc3ccccc3)cc2)C(O)C1	CC(C)(C)OC(=O)N1CCC(c2ccc(OCCCCOc3ccccc3)cc2)C(OCc2ccc3ccccc3c2)C1	<RX_1>	train
CCOC(=O)C(=O)c1cc(Br)c(Br)s1	O=C(O)C(=O)c1cc(Br)c(Br)s1	<RX_6>	train
O=C(O)c1cc(O)c2ccccc2c1O.OCCBr	O=C(O)c1cc(OCCBr)c2ccccc2c1O	<RX_1>	train
CCOC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(F)c(Cl)c3)cc12	O=C(O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(F)c(Cl)c3)cc12	<RX_6>	train
ClCc1coc(-c2cccs2)n1.Oc1cccc(CCCn2ccnc2)c1	c1cc(CCCn2ccnc2)cc(OCc2coc(-c3cccs3)n2)c1	<RX_1>	valid
CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)cn1.COc1nc(N)ccc1Br	COc1nc(N)ccc1-c1cnn(C(=O)OC(C)(C)C)c1	<RX_3>	test
CCOC(=O)c1nc2ccccc2c(=O)[nH]1.NCc1cccc(OCCCOc2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)n2)c1	O=C(NCc1cccc(OCCCOc2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)n2)c1)c1nc2ccccc2c(=O)[nH]1	<RX_2>	train
O=C(Cl)Cl.Oc1cc(Cl)c(Cl)cc1Cl	O=C(Cl)Oc1cc(Cl)c(Cl)cc1Cl	<RX_2>	train
COC(=O)c1cnc(-c2ccc([NH3+])cc2)s1.Cc1[nH]c(C(=O)Cl)c(Cl)c1Cl	COC(=O)c1cnc(-c2ccc(NC(=O)c3[nH]c(C)c(Cl)c3Cl)cc2)s1	<RX_2>	train
C#CC(O)c1ccc2c(c1)C(C)(C)CC=C2c1ccc(OCc2ccccc2)cc1.O=C(O)c1ccc(I)cc1	CC1(C)CC=C(c2ccc(OCc3ccccc3)cc2)c2ccc(C(O)C#Cc3ccc(C(=O)O)cc3)cc21	<RX_3>	train
COC(=O)c1ccccc1O.ICCCI	COC(=O)c1ccccc1OCCCI	<RX_1>	train
COC(=O)c1ccnc(Cl)c1.FC1(F)CCC(C[Zn+])CC1	COC(=O)c1ccnc(CC2CCC(F)(F)CC2)c1	<RX_3>	train
Cc1cc(C)c2c(C#N)c(/C=C/C(=O)O)n([C@H]3CCCc4ccccc43)c2n1.Nc1ccc(Cl)cc1	Cc1cc(C)c2c(C#N)c(/C=C/C(=O)Nc3ccc(Cl)cc3)n([C@H]3CCCc4ccccc43)c2n1	<RX_2>	valid
CCOC(=O)c1nc(-n2cnc3ccc(F)cc32)nc(NC2CCOCC2)c1[N+](=O)[O-]	CCOC(=O)c1nc(-n2cnc3ccc(F)cc32)nc(NC2CCOCC2)c1N	<RX_7>	train
O=C1Cc2c(Cl)ncnc2N1.O=Cc1nccs1	O=C1Nc2ncnc(Cl)c2C1=Cc1nccs1	<RX_3>	train
OCc1ncccc1Br.Oc1cc(Cl)ccc1I	Clc1ccc(I)c(OCc2ncccc2Br)c1	<RX_1>	train
Nc1nc2ccc([N+](=O)[O-])cc2o1.O=C(Cl)c1ccccc1	O=C(Nc1nc2ccc([N+](=O)[O-])cc2o1)c1ccccc1	<RX_2>	train
CN.O=c1cc(Cl)n(-c2cccc([N+](=O)[O-])c2)c(=O)n1C1CC1	CNc1cc(=O)n(C2CC2)c(=O)n1-c1cccc([N+](=O)[O-])c1	<RX_1>	train
CCn1c(CCCc2ccc(-c3ccc(N)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O.CS(=O)(=O)Cl	CCn1c(CCCc2ccc(-c3ccc(NS(C)(=O)=O)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O	<RX_2>	train
CCCCCc1c(COC(C)=O)nc(C(C)C)c(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c1-c1ccc(F)cc1	CCCCCc1c(CO)nc(C(C)C)c(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c1-c1ccc(F)cc1	<RX_6>	train
Cc1cc(-c2ccc(CC(=O)O)cc2C#N)ccn1.Nc1ccc(-c2cccnn2)cn1	Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnn4)cn3)cc2C#N)ccn1	<RX_2>	train
O=CCCC[C@@H](C(=O)OCc1ccccc1)N1C(=O)c2ccccc2C1=O	O=CCCC[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O	<RX_6>	train
C#CCNC(=O)CBr.CN(C)C	C#CCNC(=O)C[N+](C)(C)C	<RX_1>	train
CC(=O)N1CCc2sc(C)c(C(=O)CCCCl)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1	CC(=O)N1CCc2sc(C)c(C(=O)CCCN3CCC(c4noc5cc(F)ccc45)CC3)c2C1	<RX_1>	train
CCOP(C)(=O)C(C(N)=O)c1csc2ccc(Cl)cc12.Fc1ccc(C=CBr)cc1F	CCOP(C)(=O)C(C(=O)NC=Cc1ccc(F)c(F)c1)c1csc2ccc(Cl)cc12	<RX_1>	test
CC(=O)Cl.Oc1cccc(F)c1F	CC(=O)Oc1cccc(F)c1F	<RX_2>	train
C[Mg+].Fc1cccc(-c2ccnc3cc(Cl)ccc23)c1	Cc1ccc2c(-c3cccc(F)c3)ccnc2c1	<RX_3>	test
CN(C)c1ccnc(-c2cc(O)cc(CCl)n2)c1.CNCc1cc(-n2cccc2)ccn1	CN(Cc1cc(-n2cccc2)ccn1)Cc1cc(O)cc(-c2cc(N(C)C)ccn2)n1	<RX_1>	valid
CC(O)CC1(c2ccccc2)C=CCC=C1.CS(=O)(=O)Cl	CC(CC1(c2ccccc2)C=CCC=C1)OS(C)(=O)=O	<RX_2>	train
CS(=O)(=O)OCc1cc(C=O)ccc1OCc1ccccc1.c1ccc(N2CCNCC2)cc1	O=Cc1ccc(OCc2ccccc2)c(CN2CCN(c3ccccc3)CC2)c1	<RX_1>	train
Fc1ccc2c(c1F)CCN2.O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c1ccc(F)c2F	<RX_2>	test
CN(C(=O)OC(C)(C)C)c1cc(Oc2ccc(Oc3ccccc3)cc2)ccc1[N+](=O)[O-]	CN(C(=O)OC(C)(C)C)c1cc(Oc2ccc(Oc3ccccc3)cc2)ccc1N	<RX_7>	train
O=C1Cc2ccc(Nc3cccc(-c4nnc(-c5cccc(OC(F)(F)F)c5)[nH]4)c3)cc2N1.O=Cc1ccc[nH]1	O=C1Nc2cc(Nc3cccc(-c4nnc(-c5cccc(OC(F)(F)F)c5)[nH]4)c3)ccc2C1=Cc1ccc[nH]1	<RX_3>	train
CN.Nc1ccc(C(=O)O)cc1Cl	CNC(=O)c1ccc(N)c(Cl)c1	<RX_2>	valid
CCCI.Cc1c(S(=O)(=O)NC[C@H](C)O)sc2cc(Cl)c(F)cc12	CCCN(C[C@H](C)O)S(=O)(=O)c1sc2cc(Cl)c(F)cc2c1C	<RX_1>	valid
C=CCBr.COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1	C=CCO[C@]1(c2ccc(F)c(F)c2)CCN(C(=O)OC(C)(C)C)C[C@@H]1C(=O)N(Cc1cc(CCOC)ccc1Cl)C1CC1	<RX_1>	train
CC(C)NC(=O)c1cc(N(C)Cc2ccccc2)cc(Oc2cccc(C(F)(F)F)c2)n1	CNc1cc(Oc2cccc(C(F)(F)F)c2)nc(C(=O)NC(C)C)c1	<RX_6>	train
CC(C)(O)CN.O=[N+]([O-])c1cnc2ccc(Br)cc2c1O	CC(C)(O)CNc1c([N+](=O)[O-])cnc2ccc(Br)cc12	<RX_1>	train
CN(C(=O)OC(C)(C)C)c1cc2ccn(-c3ccc([N+](=O)[O-])cc3)c(=O)c2cc1F	CN(C(=O)OC(C)(C)C)c1cc2ccn(-c3ccc(N)cc3)c(=O)c2cc1F	<RX_7>	train
CC1(NCc2ccc(C(F)(F)F)nc2)CCNCC1.O=CCn1c(=O)ccc2ncc(F)cc21	CC1(NCc2ccc(C(F)(F)F)nc2)CCN(CCn2c(=O)ccc3ncc(F)cc32)CC1	<RX_1>	train
Cc1ccc(N)c(C(=O)Nc2csc(C)n2)n1.Fc1cncc(Br)c1	Cc1ccc(Nc2cncc(F)c2)c(C(=O)Nc2csc(C)n2)n1	<RX_1>	train
ClCCOCCOC1CCCCO1.Cn1c(=O)[nH]c(=O)c2c1nc(Oc1cccc(OC(F)(F)F)c1)n2COCC[Si](C)(C)C	Cn1c(=O)n(CCOCCOC2CCCCO2)c(=O)c2c1nc(Oc1cccc(OC(F)(F)F)c1)n2COCC[Si](C)(C)C	<RX_1>	train
Cc1ccc(-c2nc(CCl)co2)o1.Oc1ccc(CCCCn2ccnc2)cc1	Cc1ccc(-c2nc(COc3ccc(CCCCn4ccnc4)cc3)co2)o1	<RX_1>	train
CNC1CCOCC1.O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCI)CC1	CN(CCCCN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O)C1CCOCC1	<RX_1>	train
C=CCC(OC)(c1ccc(F)cc1)C1CC1.O=C(OO)c1cccc(Cl)c1	COC(CC1CO1)(c1ccc(F)cc1)C1CC1	<RX_4>	train
CCCc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)cc1F.FC(F)(F)c1ccc2c(Cl)ccnc2c1	CCCc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(Nc4ccnc5cc(C(F)(F)F)ccc45)cc3)CC2)cc1F	<RX_1>	train
CCOC(=O)CC1OB(O)c2cc(Oc3ccncn3)ccc21	O=C(O)CC1OB(O)c2cc(Oc3ccncn3)ccc21	<RX_6>	train
CC(C)(C#N)c1cccc(C(=O)O)c1Cl.N#Cc1c(Oc2ccc(F)c(N)c2)ccc2nc(NC(=O)C3CC3)sc12	CC(C)(C#N)c1cccc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3C#N)ccc2F)c1Cl	<RX_2>	train
CC(C)(C)OC(=O)N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)c[nH]2)CC1.CI	Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(C(=O)OC(C)(C)C)CC1	<RX_1>	train
BrCCCOc1ccccc1.O=C(O[C@H]1CN2CCC1CC2)C(O)(c1cccs1)c1cccs1	O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1	<RX_1>	train
CCOC(=O)c1cnc(NCCCc2cccc(OC)c2)nc1C	CCOC(=O)c1cnc(NCCCc2cccc(O)c2)nc1C	<RX_6>	train
CCC#CCOc1cc(C)c(C=O)c(C)c1C.COc1cc(O)c2c(c1C(N)=O)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C	CCC#CCOc1cc(C)c(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c(C)c1C	<RX_1>	train
CCOC(=O)c1cn(C2CC2)c2cc(-c3cc(C)nc(COC(C)=O)c3)c(F)cc2c1=O	CCOC(=O)c1cn(C2CC2)c2cc(-c3cc(C)nc(CO)c3)c(F)cc2c1=O	<RX_6>	train
Fc1nc(F)c(OC(F)F)c(Cl)n1.N	Nc1nc(F)c(OC(F)F)c(Cl)n1	<RX_9>	test
CC(C)COC(=O)Nc1cccc(Cn2ccc3cc(C(=O)O)ccc32)c1.NS(=O)(=O)c1ccccc1	CC(C)COC(=O)Nc1cccc(Cn2ccc3cc(C(=O)NS(=O)(=O)c4ccccc4)ccc32)c1	<RX_2>	train
NC1CNC1.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(F)c(Cl)c32)c(F)cc1Cl	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(Cl)c32)c(F)cc1Cl	<RX_1>	train
COC(=O)c1c[nH]c2cc(Oc3cc(N)ncn3)ccc12	Nc1cc(Oc2ccc3c(C(=O)O)c[nH]c3c2)ncn1	<RX_6>	train
COC(=O)c1cccc(=O)n1CC(=O)c1ccc(Cl)cc1	O=C(Cn1c(C(=O)O)cccc1=O)c1ccc(Cl)cc1	<RX_6>	train
CC(Br)c1cc([N+](=O)[O-])c(Sc2ccc(Cl)cc2Cl)s1.N	CC(N)c1cc([N+](=O)[O-])c(Sc2ccc(Cl)cc2Cl)s1	<RX_9>	valid
CC(C)(NC(=O)OCc1ccccc1)C(=O)O.CCOC(=O)[C@@H](N)CO	CCOC(=O)[C@H](CO)NC(=O)C(C)(C)NC(=O)OCc1ccccc1	<RX_2>	train
